UserID,Name,Gender,DOB,Interests,City,Occupation,Budget,Age,Age Range,Cluster,Cluster_tag,SubCluster,SubCluster_Description
36315,Vernon Mcguire,Female,1997/4/24,'Art',Bolton,Software Engineer,9061,28,26-35,4,Art & Sports,4.2,"Avg Age: 53.1, Avg Budget: 6977.6"
96714,James Bradley,Male,1981/9/28,'Social causes and activism',Stockport,Human Resources Coordinator,5854,44,36-45,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
38296,Christine Boone,Male,1957/8/30,"'Science', 'Beauty'",Preston,Business Consultant,11314,68,66+,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
62299,Olivia Rife,Female,2001/4/4,"'Movies', 'Business and entrepreneurship', 'Gaming', 'Gardening', 'Fashion'",Manchester,Data Analyst,5866,24,18-25,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
99770,Stephen Briggs,Male,1978/3/16,"'Business and entrepreneurship', 'Art'",Liverpool,Teacher,3512,47,46-55,4,Art & Sports,4.3,"Avg Age: 56.9, Avg Budget: 3703.1"
50202,Maria Barnhart,Male,1988/2/25,"'Music', 'Pets'",Bolton,Market Research Analyst,6140,37,36-45,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
23063,Naomi Pringle,Female,1974/11/18,'Fashion',Liverpool,Accountant,4706,51,46-55,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
67349,Roseanne Sepe,Female,1971/3/1,"'Health and wellness', 'Gardening', 'Social causes and activism', 'Gaming', 'Nature'",Bolton,Procurement Specialist,5680,54,46-55,6,Nature & Music,6.3,"Avg Age: 42.3, Avg Budget: 6376.3"
92898,Micheal Edwards,Male,1967/2/9,"'Photography', 'DIY and crafts', 'Food and dining', 'Beauty', 'Gaming'",Manchester,Mechanic,3033,58,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
71030,Sandra Savala,Female,1963/7/22,"'Fashion', 'Sports', 'Photography', 'Finance and investments', 'DIY and crafts'",Bolton,Sales Executive,6127,62,56-65,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
5559,Cynthia Jones,Female,1978/9/22,'Cars and automobiles',Manchester,Market Research Analyst,5386,47,46-55,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
34746,Randy Nichols,Female,1964/1/27,"'Parenting and family', 'Parenting and family', 'Fitness'",Bolton,Procurement Specialist,4910,61,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
29134,Terry Parker,Male,1996/7/19,'Health and wellness',Liverpool,Data Analyst,4183,29,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
8806,Joshua Collazo,Male,1968/10/17,"'Music', 'DIY and crafts'",Preston,Public Relations Specialist,5516,57,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
22622,Kisha Jost,Male,1956/12/1,"'Outdoor activities', 'Business and entrepreneurship', 'Movies', 'Health and wellness'",Stockport,Data Analyst,3861,69,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
99728,Doug Trinidad,Male,1976/10/23,"'Fashion', 'Politics', 'Cooking', 'Gardening'",Stockport,Receptionist,3333,49,46-55,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
65385,Matthew Cox,Female,1957/12/5,"'Beauty', 'Technology', 'Parenting and family', 'History', 'Cars and automobiles'",Bolton,Sales Associate,3689,68,66+,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
46839,Bettye Bowlin,Female,1982/7/15,"'Fashion', 'Music', 'Parenting and family', 'Music', 'Science'",Liverpool,Human Resources Coordinator,4579,43,36-45,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
5423,Amber Roden,Male,1967/8/29,"'Fashion', 'Food and dining'",Bolton,Procurement Specialist,4285,58,56-65,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
28601,Marsha Kelso,Female,1961/7/23,"'Photography', 'Politics', 'Science'",Stockport,Taxi Driver,4127,64,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
52819,Charles Thomas,Male,1996/8/18,"'Photography', 'Politics', 'Cooking', 'Sports', 'Fashion'",Bolton,Sales Executive,3645,29,26-35,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
16667,Jennifer Moultrie,Male,1963/7/15,"'Fashion', 'Books', 'Social causes and activism', 'Fashion', 'Fitness'",Bolton,Taxi Driver,2831,62,56-65,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
5780,Allan Tandy,Male,1974/11/11,"'Cooking', 'Sports', 'Photography'",Stockport,Quality Assurance Analyst,3606,51,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
27230,Bobbie Scherer,Male,1968/1/4,"'Politics', 'Music', 'History', 'Social causes and activism'",Preston,Construction Worker,2672,57,56-65,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
64651,Owen Almand,Male,1985/10/17,"'History', 'Music', 'Gardening'",Manchester,Delivery Driver,3385,40,36-45,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
5489,Susan Lawson,Male,1961/4/5,"'Business and entrepreneurship', 'Fashion', 'Gaming'",Bolton,Compliance Officer,6978,64,56-65,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
78704,Mae Weir,Female,1960/8/14,"'Fitness', 'Music'",Manchester,Procurement Specialist,6392,65,66+,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
39303,Billy Day,Male,1971/3/6,'Finance and investments',Bolton,Construction Worker,4278,54,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
83914,Dana Reitan,Female,1989/10/2,"'Photography', 'Education and learning', 'Social causes and activism', 'Outdoor activities', 'Fashion'",Bolton,Accountant,5598,36,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
72041,Rita Swanson,Male,1971/7/31,"'Books', 'History', 'Finance and investments', 'Politics', 'Cars and automobiles'",Stockport,Technical Writer,5453,54,46-55,5,History & Gardening,5.3,"Avg Age: 55.0, Avg Budget: 6758.3"
58061,Juanita Scott,Male,1985/7/13,"'Technology', 'Fitness', 'Food and dining', 'Movies', 'Fitness'",Liverpool,Event Coordinator,5663,40,36-45,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
63797,Jose Palmore,Female,1966/6/22,'Cars and automobiles',Preston,HR Manager,5606,59,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
70802,Roy Clark,Female,1959/7/31,"'Music', 'Fitness'",Bolton,HR Manager,5685,66,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
43596,Nelson Morgia,Female,1987/3/30,"'History', 'Social causes and activism'",Manchester,Financial Analyst,4925,38,36-45,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
10667,Lena Pope,Male,2004/10/21,"'Pets', 'Sports', 'Photography'",Stockport,Business Consultant,5908,21,18-25,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
37462,Frances Williams,Female,1967/11/8,'History',Manchester,Software Engineer,5200,58,56-65,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
13374,Melissa Keaton,Male,1986/8/14,'Books',Manchester,Taxi Driver,2281,39,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
57369,Holly Hiller,Female,1983/9/12,'Gaming',Stockport,Technical Writer,6578,42,36-45,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
33033,Carol Ramirez,Female,1985/4/9,"'Music', 'Beauty'",Stockport,Cleaner,2877,40,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
73516,Brian Bailey,Male,1954/9/1,"'Pets', 'Cars and automobiles'",Preston,Delivery Driver,3771,71,66+,3,Pets & Food and dining,3.3,"Avg Age: 58.9, Avg Budget: 3927.2"
99255,Steven Root,Female,1963/2/11,"'Music', 'Music'",Preston,Human Resources Coordinator,3170,62,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
23866,Tricia Ash,Male,1991/4/2,"'Fashion', 'Health and wellness', 'Social causes and activism', 'Beauty'",Bolton,Accountant,4000,34,26-35,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
64652,Ryan Pettey,Male,1985/9/29,"'Business and entrepreneurship', 'Outdoor activities'",Stockport,Market Research Analyst,3571,40,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
71677,Walter Hargis,Female,1959/5/12,"'Sports', 'Cars and automobiles', 'Photography', 'Science', 'Sports'",Bolton,Software Engineer,9210,66,66+,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
80313,Kevin Engle,Male,1960/9/4,"'Education and learning', 'Travel'",Preston,Receptionist,4093,65,66+,7,Travel & Movies,7.1,"Avg Age: 58.8, Avg Budget: 3605.3"
42860,Jan Weber,Female,1986/7/31,"'Fashion', 'Health and wellness', 'Travel'",Manchester,Loan Officer,5821,39,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
4550,Sylvia Torres,Female,1988/10/23,"'Science', 'Health and wellness', 'Cars and automobiles'",Stockport,Electrician,3961,37,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
23661,Judy Baker,Female,1966/3/2,'Outdoor activities',Preston,Taxi Driver,4288,59,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
31790,Margaret Ratcliffe,Female,1987/4/29,"'Fashion', 'Pets', 'Food and dining'",Liverpool,Electrician,3523,38,36-45,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
51801,Gerardo Coleman,Female,1990/12/4,"'Gardening', 'Gardening'",Manchester,Financial Analyst,5857,35,36-45,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
72476,Natalie Hills,Female,1961/7/13,"'Photography', 'Social causes and activism', 'Travel', 'Health and wellness', 'Parenting and family'",Manchester,Data Analyst,4168,64,56-65,7,Travel & Movies,7.1,"Avg Age: 58.8, Avg Budget: 3605.3"
15529,Marshall Wright,Male,1989/12/8,'Cooking',Stockport,Public Relations Specialist,6236,36,36-45,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
65636,Tina Daniels,Female,1990/3/30,'Sports',Liverpool,Barista,2271,35,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
31166,Sherman Heskett,Male,2002/8/5,"'Photography', 'Beauty', 'Pets'",Liverpool,Loan Officer,6354,23,18-25,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
54961,Michael Sides,Female,1966/8/3,"'Fashion', 'Pets', 'Beauty', 'Fitness'",Bolton,Corporate Trainer,5307,59,56-65,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
66213,Ben Masters,Male,1988/2/6,'Parenting and family',Preston,Receptionist,3956,37,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
74706,Betty Zayas,Female,1997/5/30,"'Education and learning', 'Nature', 'Art', 'Books'",Bolton,Cleaner,2630,28,26-35,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
58157,Robert Showe,Male,1972/10/16,"'Beauty', 'Fashion', 'Beauty', 'History', 'Nature'",Bolton,Teacher,3384,53,46-55,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
76719,Addie Peterson,Male,2000/4/14,"'Travel', 'Finance and investments', 'Sports', 'Travel', 'Sports'",Manchester,Business Consultant,6689,25,26-35,7,Travel & Movies,7.2,"Avg Age: 32.8, Avg Budget: 5720.0"
7078,Charles Barut,Male,1975/7/8,"'Health and wellness', 'Nature', 'Cars and automobiles'",Manchester,Project Manager,5713,50,46-55,6,Nature & Music,6.3,"Avg Age: 42.3, Avg Budget: 6376.3"
75275,Glen Bergmark,Female,1956/2/16,'Photography',Manchester,Financial Analyst,5645,69,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
25401,Ronald Thomen,Male,1987/7/8,"'Fashion', 'Pets', 'Science', 'Gaming'",Liverpool,Procurement Specialist,6284,38,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
83889,Abel Eldridge,Female,1973/8/11,"'Travel', 'History', 'History'",Stockport,Event Coordinator,4418,52,46-55,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
13081,Jamar Wilson,Female,1966/5/1,"'Fitness', 'History', 'Nature'",Preston,IT technician,3292,59,56-65,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
3862,Elizabeth Lane,Female,1971/3/2,"'Nature', 'Technology'",Stockport,Mechanic,4394,54,46-55,6,Nature & Music,6.1,"Avg Age: 60.0, Avg Budget: 3992.8"
96612,Francis Khatri,Male,1979/9/2,"'Fashion', 'DIY and crafts', 'Sports', 'Business and entrepreneurship'",Stockport,Mechanic,3425,46,46-55,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
92561,Helen Stahl,Male,2003/3/31,"'Books', 'Fashion', 'Movies', 'Outdoor activities', 'Technology'",Bolton,Taxi Driver,2963,22,18-25,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
17150,Charlotte Mccann,Male,1984/12/26,"'Outdoor activities', 'Art', 'History', 'Art', 'Gardening'",Preston,Data Analyst,4857,41,36-45,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
2108,David Briscoe,Female,1964/4/27,"'Technology', 'Social causes and activism', 'Outdoor activities', 'Music', 'Gardening'",Manchester,Marketing Specialist,5548,61,56-65,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
72818,Kenneth Hall,Female,1995/2/9,"'Music', 'Fashion', 'Parenting and family', 'Food and dining'",Preston,Business Consultant,11144,30,26-35,1,Fashion & Cooking,1.3,"Avg Age: 46.4, Avg Budget: 9588.0"
35595,Kathy Wilcox,Male,1959/12/21,"'Health and wellness', 'Finance and investments', 'Parenting and family', 'Science', 'Books'",Liverpool,IT technician,5502,66,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
84221,Joan Brito,Male,1972/12/24,'Gaming',Bolton,Quality Assurance Analyst,3751,53,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
82732,Roy Dalton,Male,1985/5/9,"'Nature', 'Outdoor activities'",Stockport,Market Research Analyst,6296,40,36-45,6,Nature & Music,6.3,"Avg Age: 42.3, Avg Budget: 6376.3"
14737,Madeline Lunt,Male,1976/3/26,"'Gaming', 'Science', 'Beauty', 'Health and wellness'",Stockport,Barista,2869,49,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
36996,Cynthia Williams,Female,1982/10/30,"'Social causes and activism', 'Cars and automobiles', 'Music', 'Gardening', 'Sports'",Manchester,Human Resources Coordinator,4331,43,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
81248,Andrew Hanley,Female,1976/5/13,'Beauty',Bolton,Accountant,5837,49,46-55,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
98057,Jeffery Holler,Male,2004/2/5,'Books',Preston,Event Coordinator,4371,21,18-25,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
91903,Lucile Baker,Male,1957/2/22,"'Science', 'DIY and crafts', 'Nature', 'Gardening', 'Movies'",Preston,Accountant,3568,68,66+,6,Nature & Music,6.1,"Avg Age: 60.0, Avg Budget: 3992.8"
7419,Carolyn Williams,Male,2004/9/8,"'Fashion', 'History', 'Travel', 'Photography', 'Parenting and family'",Bolton,Compliance Officer,7795,21,18-25,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
10406,Edward Roberson,Male,1965/2/11,"'Photography', 'Gaming', 'Education and learning'",Preston,Procurement Specialist,4374,60,56-65,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
84495,Jean Smith,Female,1983/3/16,"'Pets', 'Beauty', 'Books'",Stockport,HR Manager,5300,42,36-45,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
35915,Kara Ackerman,Female,1969/10/4,"'Finance and investments', 'Social causes and activism', 'Outdoor activities'",Stockport,Taxi Driver,4238,56,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
27013,Renee Prechtl,Female,1990/8/28,"'Fashion', 'Nature', 'DIY and crafts', 'Gardening', 'Fashion'",Preston,Software Engineer,8457,35,36-45,1,Fashion & Cooking,1.3,"Avg Age: 46.4, Avg Budget: 9588.0"
80418,Mildred Mateus,Female,1981/3/9,"'Gaming', 'Business and entrepreneurship', 'Gaming', 'Politics', 'Movies'",Liverpool,HR Manager,4593,44,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
43217,Vivian Olesen,Male,1954/3/19,"'Fashion', 'Business and entrepreneurship', 'Business and entrepreneurship', 'Science', 'Politics'",Manchester,Event Coordinator,5460,71,66+,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
74381,Dale Swanson,Male,1992/3/4,"'History', 'Beauty', 'Science', 'Business and entrepreneurship'",Bolton,Chef,4896,33,26-35,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
96541,Patricia Denham,Female,1991/8/4,"'Movies', 'Books', 'Pets', 'Food and dining', 'Fashion'",Manchester,Barista,3009,34,26-35,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
81291,Rebecca Ingram,Female,2000/4/15,'Parenting and family',Manchester,Sales Associate,3781,25,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
92664,Sarah Oliver,Female,1991/5/15,"'Cars and automobiles', 'Health and wellness', 'Science', 'Politics'",Manchester,Technical Writer,4116,34,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
18347,Eric Poole,Female,1989/10/11,"'Gaming', 'Business and entrepreneurship', 'DIY and crafts', 'Pets', 'History'",Manchester,Technical Writer,4756,36,36-45,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
50192,Dakota Wagner,Male,1954/8/1,'Education and learning',Manchester,Financial Analyst,4510,71,66+,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
32696,Jerry Lien,Male,1990/1/12,'Sports',Manchester,HR Manager,5431,35,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
76775,Vincent Bohn,Female,1997/3/25,"'Art', 'Photography', 'Gardening'",Manchester,Delivery Driver,3296,28,26-35,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
83154,Debra Lake,Male,1988/9/21,'Cooking',Preston,Event Coordinator,3728,37,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
26463,Francis Stclair,Male,1980/11/19,"'Movies', 'Social causes and activism', 'Parenting and family'",Liverpool,Office Administrator,2765,45,46-55,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
84485,Elizabeth Mraz,Female,1995/8/30,"'Fashion', 'Gardening', 'Health and wellness', 'Health and wellness', 'Technology'",Preston,Cleaner,2062,30,26-35,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
56267,Michael Nodine,Male,1992/1/20,"'Music', 'Social causes and activism'",Stockport,Accountant,4384,33,26-35,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
66744,Virginia Teneyck,Male,1985/5/9,"'Finance and investments', 'Business and entrepreneurship'",Liverpool,Market Research Analyst,3823,40,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
68630,Robert Snyder,Male,1994/5/12,"'DIY and crafts', 'Fashion'",Preston,Procurement Specialist,5905,31,26-35,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
10076,Helen Amrhein,Male,2003/11/16,"'Pets', 'Books', 'History'",Liverpool,Human Resources Coordinator,4334,22,18-25,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
54372,Michelle Lipford,Female,1991/12/29,"'Pets', 'Health and wellness', 'Sports', 'Science'",Manchester,Mechanic,4890,34,26-35,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
45560,Elizabeth Paul,Female,1956/6/20,"'Social causes and activism', 'Gaming', 'Art', 'Social causes and activism', 'Books'",Stockport,Chef,4109,69,66+,4,Art & Sports,4.3,"Avg Age: 56.9, Avg Budget: 3703.1"
11194,Blanche Timinsky,Female,1960/10/3,'Technology',Liverpool,Waiter,2672,65,66+,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
27689,Leah Dipaola,Male,1957/1/12,"'Gaming', 'Social causes and activism'",Liverpool,Procurement Specialist,5514,68,66+,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
13362,Kristina Prater,Male,1954/11/1,"'Books', 'Movies', 'Education and learning'",Preston,Market Research Analyst,5636,71,66+,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
1391,Peggy Black,Female,1986/3/2,"'Business and entrepreneurship', 'Health and wellness', 'Health and wellness', 'History'",Manchester,Teacher,4605,39,36-45,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
21795,Judy Charles,Female,1983/10/11,"'Outdoor activities', 'Photography', 'Science', 'Health and wellness'",Stockport,Chef,4453,42,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
93882,Larry Prewett,Female,1996/1/26,'Travel',Bolton,Event Coordinator,4284,29,26-35,7,Travel & Movies,7.3,"Avg Age: 33.3, Avg Budget: 3372.9"
25341,Maria Miller,Male,1957/6/26,"'Parenting and family', 'Cars and automobiles', 'Cars and automobiles'",Preston,Data Analyst,6180,68,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
71955,Lorene Nixon,Female,1998/8/27,"'Photography', 'Travel'",Preston,Sales Associate,3471,27,26-35,7,Travel & Movies,7.3,"Avg Age: 33.3, Avg Budget: 3372.9"
53981,Leona Riles,Female,1982/9/30,'Gaming',Bolton,Electrician,3103,43,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
96066,Marjorie Nelson,Male,1985/10/26,"'Art', 'Beauty', 'Gaming'",Stockport,Software Engineer,5575,40,36-45,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
11190,Brian Slemmons,Female,1960/5/18,'Art',Manchester,Electrician,2785,65,66+,4,Art & Sports,4.3,"Avg Age: 56.9, Avg Budget: 3703.1"
57052,Robert Epps,Female,1989/7/27,"'Parenting and family', 'Health and wellness', 'Nature'",Manchester,Loan Officer,3718,36,36-45,6,Nature & Music,6.2,"Avg Age: 31.9, Avg Budget: 3789.6"
18455,Harmony Amenta,Female,1972/6/22,"'Technology', 'Movies', 'Education and learning', 'Finance and investments'",Bolton,Mechanic,3473,53,46-55,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
6419,Kelly Smith,Female,1981/5/23,"'Beauty', 'Fashion', 'Movies'",Manchester,Sales Executive,6000,44,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
84813,Elizabeth Bradley,Female,2004/1/15,"'Gardening', 'Travel', 'Fitness'",Bolton,Sales Associate,2928,21,18-25,7,Travel & Movies,7.3,"Avg Age: 33.3, Avg Budget: 3372.9"
78966,Mauro Bach,Male,1991/2/25,"'Cooking', 'Education and learning', 'Art', 'Gaming', 'Nature'",Manchester,Corporate Trainer,6340,34,26-35,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
91918,David Rogers,Female,1982/11/10,'Fashion',Bolton,Financial Analyst,6253,43,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
67243,Julia Coley,Male,1980/11/29,"'Fashion', 'Photography', 'Health and wellness'",Preston,Data Analyst,4272,45,46-55,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
41800,Susan Rodriguez,Female,1990/1/14,"'Politics', 'Cooking', 'Science', 'Politics', 'Food and dining'",Manchester,Chef,4704,35,36-45,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
82272,George Lee,Female,1988/5/17,'Politics',Bolton,Electrician,3442,37,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
26984,Emilio Byrnes,Female,1960/11/29,'Cars and automobiles',Manchester,Receptionist,3659,65,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
12884,Tom Gallagher,Male,1961/8/22,"'Cooking', 'Sports', 'Nature', 'Fitness'",Liverpool,Loan Officer,3886,64,56-65,6,Nature & Music,6.1,"Avg Age: 60.0, Avg Budget: 3992.8"
33768,Janice Beasley,Female,1995/9/4,"'Technology', 'Fitness', 'Outdoor activities', 'Art', 'Travel'",Preston,Human Resources Coordinator,4260,30,26-35,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
53648,Caroline Crain,Male,1976/2/8,"'Health and wellness', 'Technology'",Preston,Public Relations Specialist,6711,49,46-55,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
28718,Barbara Steitz,Female,1977/4/27,'Music',Preston,Barista,2760,48,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
32703,Ashley Taylor,Male,1974/7/5,"'Movies', 'Food and dining'",Stockport,Chef,5518,51,46-55,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
20459,Frank Kuehne,Female,1986/10/5,'Music',Preston,Sales Executive,4827,39,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
66533,Clyde Honokaupu,Male,1991/3/22,"'Gardening', 'Sports', 'Music', 'Cooking', 'DIY and crafts'",Manchester,Corporate Trainer,6196,34,26-35,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
